title
藥師證實「吃這6種藥」易便秘！感冒、止咳藥都中了
陰莖「小肉條太短」易不舉！泌尿醫教2招自測
約砲跨年增！感染醫曝「往年經驗」：2～3周後會有性病就診潮
醫警告「孩子4症狀中1」恐不是普通感冒！嚴重需住ICU
跨年夜到元旦清晨最冷！國健署提醒做好5事「防心血管疾病突襲」
施明德傳「病危急需輸血」　北榮院長曝病況：病情已回穩
年輕人「脈無力」！中醫：常有2習慣　9大徵兆心臟注意了
XBB疫苗增一選擇！Novavax最快1／9開打　台大醫分析「僅1族群該等」
杏鮑菇能控制體重！醫揭4好處認證「吃滷味可以夾」　1類人要少吃
缺血！全台血液庫存僅4.1天　台北、台中急缺「部分血型剩不到3天」
在交友軟體找結婚對象？　研究驚揭「2殘酷下場」
營養師推「9種產熱食物」！吃了超暖　2飲品喝下肚反而更冷
成人洗牙利用率低於5成！醫曝警訊：沒定期洗牙者「中風風險增6成」
估單日兩萬人確診！年輕人染疫後1症狀　中醫也有感
營養師分享6種「解決排便不順暢」食物必吃　咖啡、重口味先避免
年輕人罹癌變多！醫曝7大隱憂　一堆人都中了
草莓怎麼洗才乾淨？　正確3步驟一次看：先別切蒂頭
每晚打呼…他「突爆中風」不能動了！醫：絕不是睡得好
工程師屁股滲血2年！一脫褲…「掉出整串蓮霧」　醫：屎都出不來
洗衣球競選小物遭長輩誤食　醫：嚴重恐胃部灼傷！第一時間別催吐
小孩發燒5天「醫最怕1疾病」！會燒壞心臟　驚曝：恐致命
男遭狗咬傷下體！褲檔整片血　醫一看：像橘子被剝皮
「預立醫療諮商」最快今年中納健保！限4類病患　初估20萬人適用
高血壓釀心血管疾病！日常避免3件事　中醫教你自製「降壓茶」
病主法上路五周年！簽署預立醫療決定人數倍增「仍未達1%」
懷孕後皮膚變差是真的！醫解析6大問題：皮膚暗沉、體毛變多都上榜
一堆人咳嗽！「5大護喉食物」必吃　喝綠茶也有效
冬天更容易感冒？　醫解答4原因：失去第一線防護
性事後半小時　程威銘：避免辛辣油膩！補充蛋白質有助體力恢復
月經來「4跡象」＝血沒排乾淨！醫勸：生理期別愛愛
他狂打嗝3個月！醫一掃…「全部都是腫瘤」傻了：沒任何症狀
他耳朵癢一照「驚見小香菇」！　醫細問：棉花棒惹禍
男劇烈頭痛逾30年！咳出血一查「肺膿瘍」　常有4症狀
他踩地就痛、腳丫變形！竟是拇趾外翻「關節脫位」　醫揭預防3大重點
冬天吃鍋就是要配冰淇淋！靠IG濾鏡正面對決敏感牙捍衛吃貨人生
胸悶小心是「2姿勢」害的！專家嘆：不知不覺受傷了
常常在感冒？「爆4症狀」恐是氣喘　台大醫：70%國人不自知
台灣也有賣！韓國「蛋黃派」驗出食物中毒菌　食藥署：市面無問題產品
6旬男B肝不追蹤！健檢癌指標異常　醫驚見「多顆腫瘤」：已肝癌三期
別小看長輩圖！專家曝「經常性社交清單」好處：降憂鬱症風險
全教總籲修《兒少法》強化管教責任　衛福部：現行法律已有相關規定
28歲女呼吸喘、手痛！竟是長「成熟畸胎瘤」　醫驚：有頭髮還有牙齒
司馬中原跌倒肺炎病逝！　醫揭多「1動作」成保命關鍵
司馬中原跌倒驟逝！台大醫示警「7類人很危險」
賴佩霞違反心理師法遭罰！諮商心理師全聯會回應　2招正確求助
臨床上罕見！18歲女周產期心肌病變　葉克膜和心室輔助器救命
單身女手術沒人陪…醫「爆暖秒回6個字」　惹哭她和一票網友
精子數量剩一半？　醫揭6大風險
她隱形眼鏡每天戴超過10小時　檢查雙眼視力剩0.6
過敏用藥「莫鼻卡」已缺貨4個月！食藥署：持續控貨中
新冠雙高峰+春節流感夾擊　台大醫：病毒群魔亂舞還沒完！至少到3月
一堆人問「我這樣算陽痿嗎？」　醫吐7前兆小心了
20歲男「跨年夜阿魯巴」肛門爆血！衝急診求救…醫一看傻了
別洗生肉！病菌狂噴害烙屎 　毒物醫「1招去血水」減少汙染
蔡正元PO論文指高端佐劑具毒性！台大醫直言「證據力不強」
5000條寄生蟲入侵男童大腦！　專家警告5食物「不宜生吃」
30歲男罹骨肉瘤「輸尿管堵塞」　醫靠「1技術」打通！
衛生局開鍘！賴佩霞「心靈課程」違法罰3萬　移送檢調最重關2年
雞蛋糕小顆卻熱量驚人　吃5顆熱量=1碗飯
穿發熱衣出汗要立刻脫掉！醫示警「2類人」恐病情惡化
近視是一種病！台灣學童視力不良暴增　醫曝「控制黃金期」
國中弟A罩杯不敢上游泳課！近8成長大繼續胖　醫：死亡風險高
裝潢工疑甲苯中毒亡！醫揭3可能原因　出現4症狀速離開現場
酒喝太多好傷牙！　醫曝「3大危害」：小心酸蝕又口臭
醫見「台灣醫療1危機」被嚇到！憂曝：未來恐不再是優勢
容易覺得累？「有4跡象」＝免疫力變差了　中醫示警
新冠將現雙高峰！1月中第一波　醫曝2大原因：變異株JN.1很快成主流
HIV感染「潛伏期恐達10年」！醫籲72小時內做1事：保護力達80%
「硬又持久」這樣練？　泌尿科醫師程威銘：勤練凱格爾運動可改善
男泡網咖50小時「沒起來過」！店員一看…已經往生了
捷運沒座位…「2指掛吊環」站久也不累！專家：別緊緊抓著
吃B群抗疲勞？營養師：適量補充可助眠
藥價近千萬！首例健保「CAR-T治療」今完成輸出　再核准6病例
張誌家生前「曾頭痛高血壓」　醫曝「患者最常犯1錯誤」
國中生最常求助家庭問題　諮商心理師揭求學3階段「求救共通點」
冬天也會中暑！醫曝「3大原因」：室內最佳溫度是21~26度
「韓國草莓」近2年首見農藥違規！日本草莓「監視查驗到4月底」
新冠併發症、死亡又新高！羅一鈞：JN.1占比升至14%「春節前成主流」
張誌家猝死！職業運動員「3可能致命原因」　醫：心肌梗塞反而少見
不是血便！拉出「1種屎色」別拖了　醫：重大疾病警訊
藥師證實「吃這6種藥」易便秘！感冒、止咳藥都中了
陰莖「小肉條太短」易不舉！泌尿醫教2招自測
高一弟「跨年夜狂尻」尿都血！嚇傻衝急診　醫：整個塞住
吃「人蔘」不等於進補！恐吃到眼壓、血壓飆升　醫示警10族群小心
眼睛痠痛成現代文明病！營養師分享多吃5種營養素　4個穴道按摩更紓壓
元旦寶寶來了！北市聯醫婦幼院區有3位　國泰、長庚醫院也喜迎新生兒
口渴才喝太晚了！「脫水4大警訊」一次看　營養師曝1日飲水公式
別只靠遮瑕膏！營養師激推6種「消黑眼圈」食材：還有助消疲勞
他吃完三寶飯「突肚痛」！醫檢查：常被誤認胃病　晚上發作機率更高
他「GG太歪」崩潰求救！醫曝3情況要手術
為了養生！她青菜只吃水煮　醫點名2壞處
跨年老喝掛？喝酒前後「3招防宿醉」超有效　千萬別空腹
北市嗨跨年！小心昏倒意外　醫曝「高峰時段」：每年10～20人發生
瘋跨年膀胱快爆了？「吃4類食物」會更想尿尿
約砲跨年增！感染醫曝「往年經驗」：2～3周後會有性病就診潮
醫警告「孩子4症狀中1」恐不是普通感冒！嚴重需住ICU
跨年夜到元旦清晨最冷！國健署提醒做好5事「防心血管疾病突襲」
施明德傳「病危急需輸血」　北榮院長曝病況：病情已回穩
年輕人「脈無力」！中醫：常有2習慣　9大徵兆心臟注意了
XBB疫苗增一選擇！Novavax最快1／9開打　台大醫分析「僅1族群該等」
杏鮑菇能控制體重！醫揭4好處認證「吃滷味可以夾」　1類人要少吃
打噴嚏1動作小心！　醫：容易造成腦壓上升
代謝症候群害「心血管風險增」　營養師示警飲食4字：1種肉少碰
老人臭年輕化！「2大關鍵原因」曝　醫警告：愛吃補恐害味道更重
類流感創新高！醫曝兒童增2~3成　童併發「壞死性腦炎」留後遺症
「加熱菸」也會成癮！研究：尼古丁濃度比紙菸高4.5倍
吃雞肉豆漿會有「性早熟風險」？醫揭真相：3飲食才該避開
選前「參加造勢」小心猝死意外！　醫曝「人流危險警示」
「舒緩肩頸痠痛」用吃也可以！營養師推「3大營養素」：巧克力也行
9種蔬菜「鈣含量比牛奶高」　營養師認證！90%台人很需要
5旬男牙痛就醫「驚見10顆牙根蛀牙」　竟然和養生行為有關
硬度更重要！台男平均長度12公分　醫：小於7cm要注意
每晚打呼…他「突爆中風」不能動了！醫：絕不是睡得好
工程師屁股滲血2年！一脫褲…「掉出整串蓮霧」　醫：屎都出不來
洗衣球競選小物遭長輩誤食　醫：嚴重恐胃部灼傷！第一時間別催吐
小孩發燒5天「醫最怕1疾病」！會燒壞心臟　驚曝：恐致命
男遭狗咬傷下體！褲檔整片血　醫一看：像橘子被剝皮
「預立醫療諮商」最快今年中納健保！限4類病患　初估20萬人適用
高血壓釀心血管疾病！日常避免3件事　中醫教你自製「降壓茶」
病主法上路五周年！簽署預立醫療決定人數倍增「仍未達1%」
懷孕後皮膚變差是真的！醫解析6大問題：皮膚暗沉、體毛變多都上榜
一堆人咳嗽！「5大護喉食物」必吃　喝綠茶也有效
冬天更容易感冒？　醫解答4原因：失去第一線防護
性事後半小時　程威銘：避免辛辣油膩！補充蛋白質有助體力恢復
月經來「4跡象」＝血沒排乾淨！醫勸：生理期別愛愛
他狂打嗝3個月！醫一掃…「全部都是腫瘤」傻了：沒任何症狀
他耳朵癢一照「驚見小香菇」！　醫細問：棉花棒惹禍
男劇烈頭痛逾30年！咳出血一查「肺膿瘍」　常有4症狀
他踩地就痛、腳丫變形！竟是拇趾外翻「關節脫位」　醫揭預防3大重點
冬天吃鍋就是要配冰淇淋！靠IG濾鏡正面對決敏感牙捍衛吃貨人生
胸悶小心是「2姿勢」害的！專家嘆：不知不覺受傷了
常常在感冒？「爆4症狀」恐是氣喘　台大醫：70%國人不自知
台灣也有賣！韓國「蛋黃派」驗出食物中毒菌　食藥署：市面無問題產品
6旬男B肝不追蹤！健檢癌指標異常　醫驚見「多顆腫瘤」：已肝癌三期
別小看長輩圖！專家曝「經常性社交清單」好處：降憂鬱症風險
全教總籲修《兒少法》強化管教責任　衛福部：現行法律已有相關規定
28歲女呼吸喘、手痛！竟是長「成熟畸胎瘤」　醫驚：有頭髮還有牙齒
司馬中原跌倒肺炎病逝！　醫揭多「1動作」成保命關鍵
司馬中原跌倒驟逝！台大醫示警「7類人很危險」
賴佩霞違反心理師法遭罰！諮商心理師全聯會回應　2招正確求助
臨床上罕見！18歲女周產期心肌病變　葉克膜和心室輔助器救命
單身女手術沒人陪…醫「爆暖秒回6個字」　惹哭她和一票網友
精子數量剩一半？　醫揭6大風險
她隱形眼鏡每天戴超過10小時　檢查雙眼視力剩0.6
過敏用藥「莫鼻卡」已缺貨4個月！食藥署：持續控貨中
新冠雙高峰+春節流感夾擊　台大醫：病毒群魔亂舞還沒完！至少到3月
一堆人問「我這樣算陽痿嗎？」　醫吐7前兆小心了
20歲男「跨年夜阿魯巴」肛門爆血！衝急診求救…醫一看傻了
別洗生肉！病菌狂噴害烙屎 　毒物醫「1招去血水」減少汙染
蔡正元PO論文指高端佐劑具毒性！台大醫直言「證據力不強」
5000條寄生蟲入侵男童大腦！　專家警告5食物「不宜生吃」
30歲男罹骨肉瘤「輸尿管堵塞」　醫靠「1技術」打通！
衛生局開鍘！賴佩霞「心靈課程」違法罰3萬　移送檢調最重關2年
雞蛋糕小顆卻熱量驚人　吃5顆熱量=1碗飯
穿發熱衣出汗要立刻脫掉！醫示警「2類人」恐病情惡化
近視是一種病！台灣學童視力不良暴增　醫曝「控制黃金期」
國中弟A罩杯不敢上游泳課！近8成長大繼續胖　醫：死亡風險高
裝潢工疑甲苯中毒亡！醫揭3可能原因　出現4症狀速離開現場
酒喝太多好傷牙！　醫曝「3大危害」：小心酸蝕又口臭
醫見「台灣醫療1危機」被嚇到！憂曝：未來恐不再是優勢
容易覺得累？「有4跡象」＝免疫力變差了　中醫示警
新冠將現雙高峰！1月中第一波　醫曝2大原因：變異株JN.1很快成主流
HIV感染「潛伏期恐達10年」！醫籲72小時內做1事：保護力達80%
「硬又持久」這樣練？　泌尿科醫師程威銘：勤練凱格爾運動可改善
男泡網咖50小時「沒起來過」！店員一看…已經往生了
捷運沒座位…「2指掛吊環」站久也不累！專家：別緊緊抓著
吃B群抗疲勞？營養師：適量補充可助眠
藥價近千萬！首例健保「CAR-T治療」今完成輸出　再核准6病例
張誌家生前「曾頭痛高血壓」　醫曝「患者最常犯1錯誤」
國中生最常求助家庭問題　諮商心理師揭求學3階段「求救共通點」
冬天也會中暑！醫曝「3大原因」：室內最佳溫度是21~26度
「韓國草莓」近2年首見農藥違規！日本草莓「監視查驗到4月底」
新冠併發症、死亡又新高！羅一鈞：JN.1占比升至14%「春節前成主流」
張誌家猝死！職業運動員「3可能致命原因」　醫：心肌梗塞反而少見
